0;-0.2941066451217312;-0.6044403254578392;0.6482710864087537;-0.3576279809831372;0.03421821;0.013925336;-0.07209366;0.11699748;-0.037534997;-0.03354124;0.019756893;-0.04524407;0.028341;0.04667519;-0.039387982;0.034902748;-0.07049768;-0.037674878;-0.0048815385;-0.012656813;
0;-0.29137465265967544;-0.5946833981245584;0.6617548933090068;-0.35147251523279344;0.04160463;0.018356698;-0.017613748;0.04314284;0.062007744;-0.006280082;0.018429609;-0.0062381173;0.022093043;0.012891162;-0.017437842;0.0328946;-0.008858529;-0.009484967;0.010423841;-0.026759753;
0;-0.2273559936297911;-0.6175493875776261;0.690648920945382;-0.299910109966451;0.034990396;0.017955363;0.012526681;0.01127768;0.03610391;-0.001991157;0.039802294;-0.010009507;0.022180043;0.04078759;-0.053621154;0.0054850234;0.05810453;-0.019963294;-0.0015807396;-0.001412656;
0;-0.2201836327576183;-0.5871440977112181;0.7250577552101634;-0.284731852798623;0.02174487;0.074352846;0.02574145;0.0075313053;0.020782597;-0.005650097;0.038996443;0.016295228;0.043856338;0.016666854;-0.0628301;0.011315048;0.034705676;-0.0033278626;0.056490898;0.024173498;
0;-0.21165771395443522;-0.6108080399020284;0.7267489015931445;-0.23227265131259578;0.022965282;0.0383245;0.027988326;-0.00411261;0.029410988;0.0004124473;0.045543253;-0.010423152;0.039361507;0.022912038;-0.014670687;0.037487548;0.04974912;-0.0139282495;0.041979894;0.0029334424;
0;-0.15319787555508946;-0.6130871963054481;0.7522754678727881;-0.18637628896538785;0.042615585;0.08258348;-0.02962706;0.033252828;-0.00724751;0.012500967;-0.008023841;-0.007922537;0.061211932;0.07102034;-0.029943604;0.004048663;-0.03236086;-0.06248371;0.016734097;0.029903237;
0;-0.19917614854816273;-0.5617298415212911;0.7768734658113556;-0.20311589084125808;0.034990538;0.05093069;-0.042121917;0.010319406;-0.0433592;0.0035815833;0.057148512;-0.018109506;0.029309638;0.03210218;0.03962119;0.029007025;0.04277463;0.03288469;0.046720713;-0.013023109;
0;-0.1920237512145234;-0.5684332363614091;0.7729575310130582;-0.2062697021362923;0.021627136;0.019885408;-0.006790378;0.035406016;-0.03446577;0.0031154116;0.042497177;-0.009455166;0.037387352;0.07244503;-0.011299237;0.021519361;0.024939619;0.023918437;0.030994233;0.016846186;
0;-0.08271167486147474;-0.5922032714868962;0.7886512818480443;-0.14311959936103766;0.011099873;-0.012972659;-0.00437196;-0.018872509;-0.020073315;0.011939498;0.07118846;0.014824047;0.054914147;0.04376013;-0.034467954;-0.0030832973;0.033255193;-0.012160779;0.056903433;-0.03759675;
0;-0.07168955875155555;-0.5966098121494541;0.7866919099763198;-0.14153860954103759;0.004811861;-0.004718284;-0.026133804;-0.025239509;0.008762703;-0.02150347;0.07266699;-0.022239799;0.05610625;0.040335976;-0.03576439;-0.032597713;0.02902354;-0.0040414417;0.05540736;-0.060524836;
